year,genre_1,genre_2,co_occurrence_count
2005,hip pop,urban contemporary,19
2005,pop,r&b,18
2005,hip pop,r&b,18
2005,pop rap,urban contemporary,18
2005,pop rap,r&b,17
2005,dance pop,hip hop,17
2005,hip hop,hip pop,17
2005,gangster rap,gangster rap,17
2005,gangster rap,pop rap,17
2005,gangster rap,rap,17
2005,dance pop,rap,16
2005,gangster rap,hip hop,16
2005,hip pop,pop,15
2005,hip pop,rap,15
2005,dance pop,southern hip hop,15
2005,pop rap,trap music,15
2005,rap,trap music,15
2005,trap music,trap music,15
2005,pop rock,pop rock,14
2005,hip hop,trap music,14
2005,hip pop,southern hip hop,13
2005,dirty south rap,dirty south rap,13
2005,dirty south rap,pop rap,13
2005,dirty south rap,southern hip hop,13
2005,pop,rap,12
2005,hip hop,urban contemporary,12
2005,southern hip hop,trap music,12
2005,neo mellow,neo mellow,11
2005,hip hop,pop,11
2005,hip hop,r&b,11
2005,gangster rap,southern hip hop,11
2005,gangster rap,trap music,11
2005,dirty south rap,hip hop,11
2005,dirty south rap,rap,11
2005,r&b,rap,10
2005,rap,urban contemporary,10
2005,neo mellow,pop rock,10
2005,r&b,southern hip hop,10
2005,southern hip hop,urban contemporary,10
2005,dance pop,post-teen pop,9
2005,pop,post-teen pop,9
2005,post-teen pop,post-teen pop,9
2005,atl hip hop,atl hip hop,9
2005,atl hip hop,pop rap,9
2005,dirty south rap,trap music,9
2005,dirty south rap,gangster rap,9
2005,post-grunge,post-grunge,8
2005,atl hip hop,southern hip hop,8
2005,pop,southern hip hop,8
2005,east coast hip hop,east coast hip hop,7
2005,east coast hip hop,hip hop,7
2005,east coast hip hop,pop rap,7
2005,east coast hip hop,rap,7
2005,atl hip hop,dirty south rap,7
2005,pop,pop rock,6
2005,deep pop r&b,deep pop r&b,6
2005,deep pop r&b,hip pop,6
2005,deep pop r&b,r&b,6
2005,deep pop r&b,urban contemporary,6
2005,neo mellow,pop,6
2005,pop punk,pop punk,6
2005,alternative metal,alternative metal,6
2005,alternative metal,post-grunge,6
2005,atl hip hop,dance pop,6
2005,atl hip hop,hip hop,6
2005,atl hip hop,rap,6
2005,dance pop,trap music,6
2005,crunk,crunk,6
2005,crunk,dirty south rap,6
2005,crunk,pop rap,6
2005,crunk,southern hip hop,6
2005,dance pop,gangster rap,6
2005,gangster rap,hip pop,6
2005,dance pop,deep pop r&b,5
2005,neo soul,neo soul,5
2005,neo soul,r&b,5
2005,neo soul,urban contemporary,5
2005,permanent wave,permanent wave,5
2005,east coast hip hop,hip pop,5
2005,hardcore hip hop,hardcore hip hop,5
2005,hardcore hip hop,hip hop,5
2005,hardcore hip hop,pop rap,5
2005,hardcore hip hop,rap,5
2005,dance pop,dirty south rap,5
2005,crunk,gangster rap,5
2005,crunk,rap,5
2005,crunk,trap music,5
2005,dance pop,pop rock,4
2005,pop rock,post-teen pop,4
2005,post-teen pop,urban contemporary,4
2005,hip pop,neo soul,4
2005,permanent wave,rock,4
2005,rock,rock,4
2005,east coast hip hop,gangster rap,4
2005,east coast hip hop,hardcore hip hop,4
2005,pop rock,post-grunge,4
2005,modern rock,modern rock,4
2005,atl hip hop,trap music,4
2005,atl hip hop,gangster rap,4
2005,dirty south rap,hip pop,4
2005,alternative metal,nu metal,4
2005,nu metal,nu metal,4
2005,nu metal,post-grunge,4
2005,hip pop,trap music,4
2005,contemporary country,contemporary country,4
2005,contemporary country,country,4
2005,country,country,4
2005,crunk,hip hop,4
2005,dance pop,europop,3
2005,europop,europop,3
2005,hip pop,post-teen pop,3
2005,deep pop r&b,pop rap,3
2005,deep pop r&b,rap,3
2005,dance pop,neo mellow,3
2005,neo mellow,post-teen pop,3
2005,pop rap,post-teen pop,3
2005,post-teen pop,r&b,3
2005,dance pop,neo soul,3
2005,east coast hip hop,pop,3
2005,hardcore hip hop,hip pop,3
2005,modern rock,permanent wave,3
2005,modern rock,rock,3
2005,pop punk,pop rock,3
2005,pop punk,post-grunge,3
2005,acoustic pop,acoustic pop,3
2005,acoustic pop,neo mellow,3
2005,acoustic pop,pop rock,3
2005,atl hip hop,crunk,3
2005,gangster rap,urban contemporary,3
2005,gangster rap,hardcore hip hop,3
2005,contemporary country,country road,3
2005,country,country road,3
2005,country road,country road,3
2005,dance pop,east coast hip hop,3
2005,atl hip hop,hip pop,3
2005,boy band,boy band,3
2005,europop,pop,2
2005,europop,pop rock,2
2005,europop,post-teen pop,2
2005,deep pop r&b,pop,2
2005,australian pop,australian pop,2
2005,australian pop,dance pop,2
2005,australian pop,pop,2
2005,australian pop,post-teen pop,2
2005,australian pop,uk pop,2
2005,dance pop,uk pop,2
2005,pop,uk pop,2
2005,post-teen pop,uk pop,2
2005,uk pop,uk pop,2
2005,hip hop,neo soul,2
2005,permanent wave,pop punk,2
2005,pop punk,rock,2
2005,dance pop,girl group,2
2005,girl group,girl group,2
2005,girl group,hip pop,2
2005,girl group,pop,2
2005,girl group,pop rap,2
2005,girl group,r&b,2
2005,girl group,urban contemporary,2
2005,alternative metal,pop rock,2
2005,neo mellow,post-grunge,2
2005,nyc rap,nyc rap,2
2005,alternative rock,alternative rock,2
2005,alternative rock,modern rock,2
2005,alternative rock,permanent wave,2
2005,alternative rock,post-grunge,2
2005,alternative rock,rock,2
2005,modern rock,pop punk,2
2005,modern rock,post-grunge,2
2005,permanent wave,post-grunge,2
2005,post-grunge,rock,2
2005,g funk,g funk,2
2005,g funk,hip hop,2
2005,g funk,rap,2
2005,crunk,dance pop,2
2005,atl hip hop,pop,2
2005,atl hip hop,r&b,2
2005,atl hip hop,urban contemporary,2
2005,pop,trap music,2
2005,deep pop r&b,southern hip hop,2
2005,alternative metal,pop punk,2
2005,alternative metal,rap metal,2
2005,nu metal,pop punk,2
2005,nu metal,rap metal,2
2005,post-grunge,rap metal,2
2005,rap metal,rap metal,2
2005,deep pop r&b,hip hop,2
2005,hip hop,miami hip hop,2
2005,hip pop,miami hip hop,2
2005,miami hip hop,miami hip hop,2
2005,miami hip hop,pop rap,2
2005,miami hip hop,rap,2
2005,miami hip hop,southern hip hop,2
2005,miami hip hop,trap music,2
2005,r&b,trap music,2
2005,trap music,urban contemporary,2
2005,hardcore hip hop,trap music,2
2005,neo soul,pop,2
2005,crunk,hip pop,2
2005,east coast hip hop,r&b,2
2005,east coast hip hop,southern hip hop,2
2005,east coast hip hop,urban contemporary,2
2005,latin,latin,2
2005,latin,latin pop,2
2005,latin,mexican pop,2
2005,latin pop,latin pop,2
2005,latin pop,mexican pop,2
2005,mexican pop,mexican pop,2
2005,boy band,dance pop,2
2005,deep pop r&b,neo soul,2
2005,contemporary country,country dawn,2
2005,country,country dawn,2
2005,country dawn,country dawn,2
2005,gangster rap,pop,2
2005,europop,hip pop,1
2005,hip pop,pop rock,1
2005,australian pop,neo mellow,1
2005,australian pop,pop rock,1
2005,australian pop,talent show,1
2005,dance pop,talent show,1
2005,neo mellow,talent show,1
2005,neo mellow,uk pop,1
2005,pop,talent show,1
2005,pop rock,talent show,1
2005,pop rock,uk pop,1
2005,post-teen pop,talent show,1
2005,talent show,talent show,1
2005,talent show,uk pop,1
2005,chicago rap,chicago rap,1
2005,chicago rap,hip hop,1
2005,chicago rap,pop rap,1
2005,chicago rap,rap,1
2005,neo soul,pop rap,1
2005,neo soul,southern hip hop,1
2005,permanent wave,punk,1
2005,pop punk,punk,1
2005,punk,punk,1
2005,punk,rock,1
2005,australian pop,girl group,1
2005,australian pop,hip pop,1
2005,australian pop,pop rap,1
2005,australian pop,r&b,1
2005,australian pop,urban contemporary,1
2005,girl group,post-teen pop,1
2005,girl group,uk pop,1
2005,hip pop,uk pop,1
2005,pop rap,uk pop,1
2005,r&b,uk pop,1
2005,uk pop,urban contemporary,1
2005,hardcore hip hop,pop,1
2005,alternative metal,neo mellow,1
2005,indie rock,indie rock,1
2005,indie rock,modern rock,1
2005,indie rock,permanent wave,1
2005,indie rock,rock,1
2005,alternative rock,pop punk,1
2005,alternative rock,pop rock,1
2005,modern rock,pop rock,1
2005,permanent wave,pop rock,1
2005,pop rock,rock,1
2005,acoustic pop,post-grunge,1
2005,g funk,gangster rap,1
2005,g funk,pop rap,1
2005,g funk,west coast rap,1
2005,gangster rap,west coast rap,1
2005,hip hop,west coast rap,1
2005,pop rap,west coast rap,1
2005,rap,west coast rap,1
2005,west coast rap,west coast rap,1
2005,hip hop,new orleans rap,1
2005,new orleans rap,new orleans rap,1
2005,new orleans rap,pop,1
2005,new orleans rap,pop rap,1
2005,new orleans rap,rap,1
2005,new orleans rap,trap music,1
2005,dance pop,philly rap,1
2005,hip hop,philly rap,1
2005,hip pop,philly rap,1
2005,philly rap,philly rap,1
2005,philly rap,pop,1
2005,philly rap,pop rap,1
2005,philly rap,r&b,1
2005,philly rap,rap,1
2005,philly rap,southern hip hop,1
2005,philly rap,urban contemporary,1
2005,chicano rap,chicano rap,1
2005,chicano rap,dance pop,1
2005,chicano rap,dirty south rap,1
2005,chicano rap,gangster rap,1
2005,chicano rap,hip hop,1
2005,chicano rap,hip pop,1
2005,chicano rap,latin hip hop,1
2005,chicano rap,pop rap,1
2005,chicano rap,rap,1
2005,chicano rap,southern hip hop,1
2005,chicano rap,urban contemporary,1
2005,dance pop,latin hip hop,1
2005,dirty south rap,latin hip hop,1
2005,dirty south rap,urban contemporary,1
2005,gangster rap,latin hip hop,1
2005,hip hop,latin hip hop,1
2005,hip pop,latin hip hop,1
2005,latin hip hop,latin hip hop,1
2005,latin hip hop,pop rap,1
2005,latin hip hop,rap,1
2005,latin hip hop,southern hip hop,1
2005,latin hip hop,urban contemporary,1
2005,alternative metal,rap rock,1
2005,nu metal,rap rock,1
2005,pop punk,rap metal,1
2005,pop punk,rap rock,1
2005,post-grunge,rap rock,1
2005,rap metal,rap rock,1
2005,rap rock,rap rock,1
2005,alternative hip hop,alternative hip hop,1
2005,alternative hip hop,art pop,1
2005,art pop,art pop,1
2005,nu metal,pop rock,1
2005,emo,emo,1
2005,emo,modern rock,1
2005,emo,pop punk,1
2005,dance pop,miami hip hop,1
2005,deep pop r&b,miami hip hop,1
2005,deep pop r&b,trap music,1
2005,miami hip hop,r&b,1
2005,miami hip hop,urban contemporary,1
2005,gangster rap,nyc rap,1
2005,hardcore hip hop,nyc rap,1
2005,hip hop,nyc rap,1
2005,nyc rap,pop rap,1
2005,nyc rap,rap,1
2005,nyc rap,trap music,1
2005,alternative metal,canadian rock,1
2005,canadian rock,canadian rock,1
2005,canadian rock,nu metal,1
2005,canadian rock,post-grunge,1
2005,dance pop,hardcore hip hop,1
2005,east coast hip hop,trap music,1
2005,conscious hip hop,conscious hip hop,1
2005,conscious hip hop,crunk,1
2005,conscious hip hop,dirty south rap,1
2005,conscious hip hop,gangster rap,1
2005,conscious hip hop,hip hop,1
2005,conscious hip hop,pop rap,1
2005,conscious hip hop,rap,1
2005,conscious hip hop,southern hip hop,1
2005,conscious hip hop,trap music,1
2005,crunk,miami hip hop,1
2005,dirty south rap,miami hip hop,1
2005,gangster rap,miami hip hop,1
2005,dance pop,escape room,1
2005,dance pop,trap queen,1
2005,east coast hip hop,escape room,1
2005,east coast hip hop,trap queen,1
2005,escape room,escape room,1
2005,escape room,hip hop,1
2005,escape room,hip pop,1
2005,escape room,pop,1
2005,escape room,pop rap,1
2005,escape room,r&b,1
2005,escape room,rap,1
2005,escape room,southern hip hop,1
2005,escape room,trap queen,1
2005,escape room,urban contemporary,1
2005,hip hop,trap queen,1
2005,hip pop,trap queen,1
2005,pop,trap queen,1
2005,pop rap,trap queen,1
2005,r&b,trap queen,1
2005,rap,trap queen,1
2005,southern hip hop,trap queen,1
2005,trap queen,trap queen,1
2005,trap queen,urban contemporary,1
2005,permanent wave,pop,1
2005,acoustic pop,pop,1
2005,detroit hip hop,detroit hip hop,1
2005,detroit hip hop,g funk,1
2005,detroit hip hop,hip hop,1
2005,detroit hip hop,rap,1
2005,colombian pop,colombian pop,1
2005,colombian pop,dance pop,1
2005,colombian pop,latin,1
2005,colombian pop,latin pop,1
2005,colombian pop,mexican pop,1
2005,colombian pop,pop,1
2005,dance pop,latin,1
2005,dance pop,latin pop,1
2005,dance pop,mexican pop,1
2005,latin,pop,1
2005,latin pop,pop,1
2005,mexican pop,pop,1
2005,cantautor,cantautor,1
2005,cantautor,latin,1
2005,cantautor,latin arena pop,1
2005,cantautor,latin pop,1
2005,cantautor,mexican pop,1
2005,cantautor,rock en espanol,1
2005,cantautor,spanish pop,1
2005,cantautor,tropical,1
2005,latin,latin arena pop,1
2005,latin,rock en espanol,1
2005,latin,spanish pop,1
2005,latin,tropical,1
2005,latin arena pop,latin arena pop,1
2005,latin arena pop,latin pop,1
2005,latin arena pop,mexican pop,1
2005,latin arena pop,rock en espanol,1
2005,latin arena pop,spanish pop,1
2005,latin arena pop,tropical,1
2005,latin pop,rock en espanol,1
2005,latin pop,spanish pop,1
2005,latin pop,tropical,1
2005,mexican pop,rock en espanol,1
2005,mexican pop,spanish pop,1
2005,mexican pop,tropical,1
2005,rock en espanol,rock en espanol,1
2005,rock en espanol,spanish pop,1
2005,rock en espanol,tropical,1
2005,spanish pop,spanish pop,1
2005,spanish pop,tropical,1
2005,tropical,tropical,1
2005,boy band,europop,1
2005,alternative r&b,alternative r&b,1
2005,alternative r&b,dance pop,1
2005,alternative r&b,deep pop r&b,1
2005,alternative r&b,hip hop,1
2005,alternative r&b,hip pop,1
2005,alternative r&b,neo soul,1
2005,alternative r&b,r&b,1
2005,alternative r&b,urban contemporary,1
2005,alternative metal,alternative rock,1
2005,alternative metal,modern rock,1
2005,alternative metal,permanent wave,1
2005,alternative metal,rock,1
2005,contemporary country,dance pop,1
2005,contemporary country,pop,1
2005,contemporary country,post-teen pop,1
2005,country,dance pop,1
2005,country,pop,1
2005,country,post-teen pop,1
2005,country dawn,dance pop,1
2005,country dawn,pop,1
2005,country dawn,post-teen pop,1
2005,dance pop,quiet storm,1
2005,deep pop r&b,quiet storm,1
2005,hip pop,quiet storm,1
2005,neo soul,quiet storm,1
2005,quiet storm,quiet storm,1
2005,quiet storm,r&b,1
2005,quiet storm,urban contemporary,1
2005,dance pop,viral pop,1
2005,neo mellow,viral pop,1
2005,pop,viral pop,1
2005,pop rock,viral pop,1
2005,post-teen pop,viral pop,1
2005,viral pop,viral pop,1
2005,dance pop,folk-pop,1
2005,europop,folk-pop,1
2005,europop,neo mellow,1
2005,folk-pop,folk-pop,1
2005,folk-pop,neo mellow,1
2005,folk-pop,pop,1
2005,folk-pop,pop rock,1
2005,folk-pop,post-teen pop,1
2005,neo mellow,singer-songwriter,1
2005,pop,singer-songwriter,1
2005,pop rock,singer-songwriter,1
2005,singer-songwriter,singer-songwriter,1
2005,neo mellow,neo soul,1
2005,neo mellow,r&b,1
2005,neo mellow,urban contemporary,1
2005,dance pop,dancehall,1
2005,dancehall,dancehall,1
2005,boy band,neo mellow,1
2005,boy band,neon pop punk,1
2005,boy band,pixie,1
2005,boy band,pop emo,1
2005,boy band,pop punk,1
2005,boy band,pop rock,1
2005,neo mellow,neon pop punk,1
2005,neo mellow,pixie,1
2005,neo mellow,pop emo,1
2005,neo mellow,pop punk,1
2005,neon pop punk,neon pop punk,1
2005,neon pop punk,pixie,1
2005,neon pop punk,pop emo,1
2005,neon pop punk,pop punk,1
2005,neon pop punk,pop rock,1
2005,pixie,pixie,1
2005,pixie,pop emo,1
2005,pixie,pop punk,1
2005,pixie,pop rock,1
2005,pop emo,pop emo,1
2005,pop emo,pop punk,1
2005,pop emo,pop rock,1
2005,atl hip hop,boy band,1
2005,atl hip hop,new jack swing,1
2005,boy band,gangster rap,1
2005,boy band,hip hop,1
2005,boy band,hip pop,1
2005,boy band,new jack swing,1
2005,boy band,pop,1
2005,boy band,pop rap,1
2005,boy band,r&b,1
2005,boy band,rap,1
2005,boy band,southern hip hop,1
2005,boy band,urban contemporary,1
2005,dance pop,new jack swing,1
2005,gangster rap,new jack swing,1
2005,gangster rap,r&b,1
2005,hip hop,new jack swing,1
2005,hip pop,new jack swing,1
2005,new jack swing,new jack swing,1
2005,new jack swing,pop,1
2005,new jack swing,pop rap,1
2005,new jack swing,r&b,1
2005,new jack swing,rap,1
2005,new jack swing,southern hip hop,1
2005,new jack swing,urban contemporary,1
2005,hardcore hip hop,r&b,1
2005,hardcore hip hop,southern hip hop,1
2005,contemporary country,pop rock,1
2005,country,pop rock,1
2005,country dawn,country road,1
2005,country dawn,pop rock,1
2005,country road,pop rock,1
2005,baton rouge rap,baton rouge rap,1
2005,baton rouge rap,crunk,1
2005,baton rouge rap,deep southern trap,1
2005,baton rouge rap,dirty south rap,1
2005,baton rouge rap,gangster rap,1
2005,baton rouge rap,hip hop,1
2005,baton rouge rap,pop rap,1
2005,baton rouge rap,rap,1
2005,baton rouge rap,southern hip hop,1
2005,baton rouge rap,trap music,1
2005,crunk,deep southern trap,1
2005,deep southern trap,deep southern trap,1
2005,deep southern trap,dirty south rap,1
2005,deep southern trap,gangster rap,1
2005,deep southern trap,hip hop,1
2005,deep southern trap,pop rap,1
2005,deep southern trap,rap,1
2005,deep southern trap,southern hip hop,1
2005,deep southern trap,trap music,1
2005,dirty south rap,houston rap,1
2005,gangster rap,houston rap,1
2005,hip hop,houston rap,1
2005,houston rap,houston rap,1
2005,houston rap,pop rap,1
2005,houston rap,rap,1
2005,houston rap,southern hip hop,1
2005,houston rap,trap music,1
2006,pop rap,pop rap,42
2006,dance pop,dance pop,37
2006,pop,pop,33
2006,hip hop,hip hop,28
2006,southern hip hop,southern hip hop,28
2006,rap,rap,27
2006,pop rap,rap,26
2006,pop rap,southern hip hop,26
2006,dance pop,pop,25
2006,hip hop,pop rap,25
2006,hip hop,rap,23
2006,dirty south rap,dirty south rap,22
2006,dirty south rap,southern hip hop,21
2006,dirty south rap,pop rap,20
2006,gangster rap,gangster rap,20
2006,dance pop,pop rap,19
2006,hip pop,hip pop,19
2006,urban contemporary,urban contemporary,19
2006,gangster rap,pop rap,19
2006,pop rap,trap music,19
2006,trap music,trap music,19
2006,r&b,r&b,19
2006,hip hop,southern hip hop,18
2006,rap,southern hip hop,18
2006,southern hip hop,trap music,17
2006,r&b,urban contemporary,17
2006,dance pop,urban contemporary,16
2006,dirty south rap,gangster rap,16
2006,gangster rap,rap,16
2006,gangster rap,southern hip hop,16
2006,gangster rap,trap music,16
2006,rap,trap music,16
2006,dance pop,r&b,16
2006,dirty south rap,trap music,15
2006,pop rock,pop rock,14
2006,hip pop,urban contemporary,14
2006,pop,pop rap,14
2006,dirty south rap,rap,14
2006,gangster rap,hip hop,14
2006,hip hop,trap music,14
2006,dance pop,hip pop,13
2006,neo mellow,neo mellow,12
2006,neo mellow,pop rock,12
2006,hip pop,pop rap,12
2006,dirty south rap,hip hop,12
2006,pop,r&b,12
2006,hip pop,r&b,12
2006,atl hip hop,atl hip hop,12
2006,atl hip hop,southern hip hop,12
2006,dance pop,hip hop,11
2006,pop,urban contemporary,11
2006,dance pop,post-teen pop,11
2006,post-teen pop,post-teen pop,11
2006,crunk,crunk,11
2006,crunk,dirty south rap,11
2006,crunk,pop rap,11
2006,crunk,southern hip hop,11
2006,atl hip hop,dirty south rap,11
2006,atl hip hop,pop rap,11
2006,hip hop,hip pop,10
2006,pop,post-teen pop,10
2006,crunk,gangster rap,10
2006,dance pop,southern hip hop,10
2006,dance pop,rap,9
2006,pop rap,urban contemporary,9
2006,crunk,rap,9
2006,crunk,trap music,9
2006,hip pop,southern hip hop,9
2006,hip hop,urban contemporary,8
2006,hip pop,pop,8
2006,pop rap,r&b,8
2006,atl hip hop,trap music,8
2006,pop,pop rock,7
2006,hip hop,pop,7
2006,hip pop,rap,7
2006,pop,rap,7
2006,atl hip hop,gangster rap,7
2006,atl hip hop,rap,7
2006,post-grunge,post-grunge,7
2006,neo mellow,pop,6
2006,crunk,hip hop,6
2006,hip hop,r&b,6
2006,atl hip hop,crunk,6
2006,southern hip hop,urban contemporary,6
2006,dance pop,neo soul,5
2006,hip pop,neo soul,5
2006,neo soul,neo soul,5
2006,neo soul,r&b,5
2006,neo soul,urban contemporary,5
2006,modern rock,modern rock,5
2006,post-teen pop,r&b,5
2006,post-teen pop,urban contemporary,5
2006,dance pop,dirty south rap,5
2006,atl hip hop,hip pop,5
2006,dirty south rap,hip pop,5
2006,alternative metal,alternative metal,5
2006,alternative metal,post-grunge,5
2006,r&b,southern hip hop,5
2006,rap,urban contemporary,4
2006,deep pop r&b,deep pop r&b,4
2006,deep pop r&b,hip pop,4
2006,deep pop r&b,r&b,4
2006,deep pop r&b,urban contemporary,4
2006,hip pop,post-teen pop,4
2006,pop rock,post-grunge,4
2006,atl hip hop,dance pop,4
2006,gangster rap,hip pop,4
2006,atl hip hop,hip hop,4
2006,dance pop,trap music,4
2006,dance pop,pop rock,3
2006,dance pop,europop,3
2006,europop,europop,3
2006,folk-pop,folk-pop,3
2006,hip hop,neo soul,3
2006,pop,southern hip hop,3
2006,modern rock,neo mellow,3
2006,modern rock,pop rock,3
2006,dance pop,deep pop r&b,3
2006,g funk,g funk,3
2006,g funk,hip hop,3
2006,g funk,rap,3
2006,gangster rap,west coast rap,3
2006,hip hop,west coast rap,3
2006,pop rap,west coast rap,3
2006,rap,west coast rap,3
2006,west coast rap,west coast rap,3
2006,r&b,rap,3
2006,hardcore hip hop,hardcore hip hop,3
2006,hardcore hip hop,hip hop,3
2006,hardcore hip hop,pop rap,3
2006,hardcore hip hop,rap,3
2006,modern rock,pop punk,3
2006,pop punk,pop punk,3
2006,neo mellow,post-grunge,3
2006,pop rap,post-teen pop,3
2006,rock,rock,3
2006,crunk,dance pop,3
2006,crunk,hip pop,3
2006,hip pop,trap music,3
2006,contemporary country,contemporary country,3
2006,contemporary country,country,3
2006,country,country,3
2006,alternative metal,pop rock,3
2006,nu metal,nu metal,3
2006,dance pop,uk pop,3
2006,pop,uk pop,3
2006,post-teen pop,uk pop,3
2006,uk pop,uk pop,3
2006,neo soul,pop rap,3
2006,dance pop,gangster rap,3
2006,canadian pop,canadian pop,2
2006,canadian pop,pop rock,2
2006,latin,latin,2
2006,latin,pop,2
2006,dance pop,neo mellow,2
2006,europop,pop,2
2006,europop,post-teen pop,2
2006,folk-pop,neo mellow,2
2006,folk-pop,pop rock,2
2006,neo mellow,post-teen pop,2
2006,pop rock,post-teen pop,2
2006,crunk,houston rap,2
2006,dirty south rap,houston rap,2
2006,gangster rap,houston rap,2
2006,hip hop,houston rap,2
2006,houston rap,houston rap,2
2006,houston rap,pop rap,2
2006,houston rap,rap,2
2006,houston rap,southern hip hop,2
2006,houston rap,trap music,2
2006,neo soul,pop,2
2006,modern rock,pop,2
2006,deep pop r&b,pop,2
2006,deep pop r&b,post-teen pop,2
2006,g funk,gangster rap,2
2006,g funk,pop rap,2
2006,g funk,west coast rap,2
2006,gangster rap,hardcore hip hop,2
2006,hardcore hip hop,trap music,2
2006,emo,emo,2
2006,emo,modern rock,2
2006,emo,pop punk,2
2006,permanent wave,permanent wave,2
2006,permanent wave,rock,2
2006,alternative metal,nu metal,2
2006,nu metal,post-grunge,2
2006,nu metal,rap rock,2
2006,rap rock,rap rock,2
2006,chicago rap,chicago rap,2
2006,chicago rap,hip hop,2
2006,neo soul,southern hip hop,2
2006,australian pop,australian pop,2
2006,australian pop,dance pop,2
2006,australian pop,pop,2
2006,australian pop,post-teen pop,2
2006,australian pop,uk pop,2
2006,pop,trap music,2
2006,acoustic pop,acoustic pop,2
2006,folk-pop,lilith,2
2006,lilith,lilith,2
2006,deep pop r&b,girl group,2
2006,girl group,girl group,2
2006,girl group,hip pop,2
2006,girl group,r&b,2
2006,girl group,urban contemporary,2
2006,hip hop,new jack swing,2
2006,hip pop,new jack swing,2
2006,new jack swing,new jack swing,2
2006,new jack swing,r&b,2
2006,new jack swing,urban contemporary,2
2006,dance pop,electropop,2
2006,electropop,electropop,2
2006,electropop,hip pop,2
2006,electropop,r&b,2
2006,electropop,urban contemporary,2
2006,contemporary country,country dawn,2
2006,country,country dawn,2
2006,country dawn,country dawn,2
2006,alternative metal,neo mellow,2
2006,dirty south rap,memphis hip hop,2
2006,gangster rap,memphis hip hop,2
2006,hip hop,memphis hip hop,2
2006,memphis hip hop,memphis hip hop,2
2006,memphis hip hop,pop rap,2
2006,memphis hip hop,southern hip hop,2
2006,memphis hip hop,trap music,2
2006,canadian pop,neo mellow,1
2006,dance pop,dancehall,1
2006,dancehall,dancehall,1
2006,canadian latin,canadian latin,1
2006,canadian latin,canadian pop,1
2006,canadian latin,dance pop,1
2006,canadian latin,pop,1
2006,canadian latin,pop rock,1
2006,canadian pop,dance pop,1
2006,canadian pop,pop,1
2006,colombian pop,colombian pop,1
2006,colombian pop,dance pop,1
2006,colombian pop,latin,1
2006,colombian pop,latin pop,1
2006,colombian pop,mexican pop,1
2006,colombian pop,pop,1
2006,dance pop,latin,1
2006,dance pop,latin pop,1
2006,dance pop,mexican pop,1
2006,latin,latin pop,1
2006,latin,mexican pop,1
2006,latin pop,latin pop,1
2006,latin pop,mexican pop,1
2006,latin pop,pop,1
2006,mexican pop,mexican pop,1
2006,mexican pop,pop,1
2006,pop,rap kreyol,1
2006,rap kreyol,rap kreyol,1
2006,dance pop,folk-pop,1
2006,europop,folk-pop,1
2006,europop,neo mellow,1
2006,europop,pop rock,1
2006,folk-pop,pop,1
2006,folk-pop,post-teen pop,1
2006,modern rock,piano rock,1
2006,neo mellow,piano rock,1
2006,piano rock,piano rock,1
2006,piano rock,pop,1
2006,piano rock,pop rock,1
2006,gangster rap,nyc rap,1
2006,hardcore hip hop,nyc rap,1
2006,hip hop,nyc rap,1
2006,nyc rap,nyc rap,1
2006,nyc rap,pop rap,1
2006,nyc rap,rap,1
2006,nyc rap,trap music,1
2006,baroque pop,baroque pop,1
2006,baroque pop,emo,1
2006,baroque pop,modern rock,1
2006,baroque pop,pop punk,1
2006,modern rock,post-grunge,1
2006,neo mellow,pop punk,1
2006,pop,pop punk,1
2006,pop,post-grunge,1
2006,pop punk,pop rock,1
2006,pop punk,post-grunge,1
2006,alternative rock,alternative rock,1
2006,alternative rock,funk metal,1
2006,alternative rock,funk rock,1
2006,alternative rock,permanent wave,1
2006,alternative rock,post-grunge,1
2006,alternative rock,rock,1
2006,funk metal,funk metal,1
2006,funk metal,funk rock,1
2006,funk metal,permanent wave,1
2006,funk metal,post-grunge,1
2006,funk metal,rock,1
2006,funk rock,funk rock,1
2006,funk rock,permanent wave,1
2006,funk rock,post-grunge,1
2006,funk rock,rock,1
2006,permanent wave,post-grunge,1
2006,post-grunge,rock,1
2006,cali rap,cali rap,1
2006,cali rap,gangster rap,1
2006,cali rap,hip hop,1
2006,cali rap,hyphy,1
2006,cali rap,pop rap,1
2006,cali rap,rap,1
2006,cali rap,southern hip hop,1
2006,cali rap,trap music,1
2006,cali rap,west coast rap,1
2006,gangster rap,hyphy,1
2006,hip hop,hyphy,1
2006,hyphy,hyphy,1
2006,hyphy,pop rap,1
2006,hyphy,rap,1
2006,hyphy,southern hip hop,1
2006,hyphy,trap music,1
2006,hyphy,west coast rap,1
2006,southern hip hop,west coast rap,1
2006,trap music,west coast rap,1
2006,contemporary country,country road,1
2006,country,country road,1
2006,country road,country road,1
2006,irish rock,irish rock,1
2006,irish rock,modern rock,1
2006,irish rock,neo mellow,1
2006,irish rock,permanent wave,1
2006,irish rock,pop rock,1
2006,irish rock,rock,1
2006,modern rock,permanent wave,1
2006,modern rock,rock,1
2006,neo mellow,permanent wave,1
2006,neo mellow,rock,1
2006,permanent wave,pop rock,1
2006,pop rock,rock,1
2006,alternative metal,rap rock,1
2006,nu metal,pop rock,1
2006,pop rock,rap rock,1
2006,post-grunge,rap rock,1
2006,bubblegum dance,bubblegum dance,1
2006,bubblegum dance,dance pop,1
