year,genre,artist_count,total_appearances
2009,contemporary country,5,12
2009,country,5,6
2009,country road,5,6
2009,pop punk,5,5
2009,dirty south rap,5,8
2009,alternative metal,4,10
2009,nu metal,4,5
2009,atl hip hop,4,12
2009,deep pop r&b,4,7
2009,neo soul,4,4
2009,hardcore hip hop,3,3
2009,modern country rock,3,4
2009,modern rock,3,7
2009,australian pop,3,10
2009,miami hip hop,3,5
2009,emo,2,3
2009,neon pop punk,2,2
2009,rock,2,2
2009,permanent wave,2,4
2009,electropop,2,3
2009,canadian pop,2,4
2009,toronto rap,2,3
2009,latin,2,3
2009,g funk,2,4
2009,nyc rap,2,3
2009,acoustic pop,2,4
2009,uk pop,2,4
2009,chicago rap,2,12
2009,viral pop,2,2
2009,canadian rock,1,2
2009,rap metal,1,1
2009,rap rock,1,1
2009,country dawn,1,1
2009,country pop,1,1
2009,electropowerpop,1,1
2009,garage rock,1,2
2009,indie rock,1,1
2009,piano rock,1,2
2009,punk,1,1
2009,candy pop,1,1
2009,girl group,1,1
2009,canadian hip hop,1,4
2009,detroit hip hop,1,4
2009,west coast rap,1,1
2009,indie pop rap,1,2
2009,talent show,1,3
2009,colombian pop,1,2
2009,latin pop,1,1
2009,mexican pop,1,1
2009,edm,1,2
2009,folk-pop,1,1
2009,new jack swing,1,1
2009,quiet storm,1,1
2009,soul,1,1
2009,east coast hip hop,1,2
2009,new orleans rap,1,4
2009,reggae fusion,1,2
2008,dance pop,38,141
2008,pop,38,83
2008,pop rap,34,72
2008,urban contemporary,19,38
2008,r&b,18,41
2008,post-teen pop,17,33
2008,rap,17,42
2008,hip hop,16,45
2008,southern hip hop,15,24
2008,trap music,14,30
2008,neo mellow,13,20
2008,pop rock,13,18
2008,gangster rap,11,14
2008,dirty south rap,10,16
2008,hip pop,9,14
2008,alternative metal,8,16
2008,post-grunge,8,8
2008,nu metal,7,7
2008,deep pop r&b,5,6
2008,neo soul,5,7
2008,crunk,4,5
2008,rock,3,3
2008,pop punk,3,3
2008,atl hip hop,3,8
2008,chicago rap,3,14
2008,miami hip hop,3,6
2008,acoustic pop,3,6
2008,folk-pop,3,5
2008,viral pop,3,4
2008,deep southern trap,2,3
2008,rap rock,2,2
2008,piano rock,2,3
2008,neon pop punk,2,2
2008,pixie,2,2
2008,new orleans rap,2,10
2008,conscious hip hop,2,3
2008,europop,2,4
2008,talent show,2,3
2008,uk pop,2,5
2008,idol,2,3
2008,canadian rock,1,1
2008,funk metal,1,1
2008,wrestling,1,1
2008,glam metal,1,1
2008,hard rock,1,1
2008,sleaze rock,1,1
2008,rap metal,1,1
2008,blues-rock,1,2
2008,classic rock,1,1
2008,boy band,1,2
2008,memphis hip hop,1,1
2008,girl group,1,1
2008,electropowerpop,1,2
2008,emo,1,1
2008,permanent wave,1,2
2008,baton rouge rap,1,2
2008,chicano rap,1,2
2008,latin hip hop,1,1
2008,florida rap,1,2
2008,g funk,1,2
2008,west coast rap,1,1
2008,toronto rap,1,1
2008,lilith,1,1
2008,australian pop,1,4
2008,british soul,1,2
2008,bassline,1,2
2008,contemporary country,1,2
2008,country,1,1
2008,country road,1,1
2008,country rock,1,1
2008,modern country rock,1,1
2008,redneck,1,1
2008,edm,1,2
2008,escape room,1,1
2008,new rave,1,1
2008,lds youth,1,1
2008,indie r&b,1,2
2008,singer-songwriter,1,1
2008,neo r&b,1,2
2008,rap kreyol,1,1
2007,pop rap,43,73
2007,dance pop,42,144
2007,pop,41,77
2007,rap,27,46
2007,hip pop,23,33
2007,hip hop,22,41
2007,urban contemporary,22,38
2007,r&b,21,36
2007,southern hip hop,19,32
2007,trap music,16,29
2007,pop rock,15,19
2007,gangster rap,14,20
2007,post-teen pop,13,20
2007,dirty south rap,12,20
2007,neo mellow,11,14
2007,post-grunge,9,13
2007,pop punk,9,10
2007,atl hip hop,7,24
2007,alternative metal,6,20
2007,deep pop r&b,6,8
2007,emo,6,13
2007,neo soul,6,7
2007,nu metal,5,9
2007,modern rock,5,8
2007,east coast hip hop,4,5
2007,hardcore hip hop,3,3
2007,miami hip hop,3,3
2007,neon pop punk,3,4
2007,canadian rock,2,4
2007,funk metal,2,2
2007,rap rock,2,3
2007,permanent wave,2,2
2007,rock,2,2
2007,crunk,2,2
2007,piano rock,2,2
2007,g funk,2,5
2007,canadian pop,2,6
2007,wrestling,1,1
2007,rap metal,1,1
2007,alternative rock,1,2
2007,funk rock,1,1
2007,indie pop,1,1
2007,pop emo,1,1
2007,screamo,1,1
2007,irish rock,1,2
2007,alabama rap,1,2
2007,chicano rap,1,2
2007,latin hip hop,1,1
2007,escape room,1,1
2007,trap queen,1,1
2007,deep southern trap,1,2
2007,detroit hip hop,1,2
2007,west coast rap,1,2
2007,australian pop,1,2
2007,talent show,1,1
2007,uk pop,1,1
2007,bassline,1,2
2007,british soul,1,2
2007,canadian latin,1,4
2007,candy pop,1,2
2007,chicago rap,1,2
2007,colombian pop,1,2
2007,latin,1,1
2007,latin pop,1,1
2007,mexican pop,1,1
2007,contemporary country,1,2
2007,country,1,1
2007,country dawn,1,1
2007,dancehall,1,1
2007,europop,1,2
2007,folk-pop,1,1
2007,viral pop,1,1
2007,new orleans rap,1,2
2007,singer-songwriter,1,1
2006,pop rap,42,65
2006,dance pop,37,106
2006,pop,33,52
2006,southern hip hop,28,40
2006,hip hop,28,42
2006,rap,27,45
2006,dirty south rap,22,37
2006,gangster rap,20,31
2006,hip pop,19,24
2006,trap music,19,31
2006,r&b,19,32
2006,urban contemporary,19,28
2006,pop rock,14,17
2006,neo mellow,12,17
2006,atl hip hop,12,38
2006,crunk,11,19
2006,post-teen pop,11,14
2006,post-grunge,7,10
2006,alternative metal,5,14
2006,modern rock,5,12
2006,neo soul,5,7
2006,deep pop r&b,4,5
2006,nu metal,3,6
2006,rock,3,3
2006,pop punk,3,5
2006,europop,3,3
2006,contemporary country,3,8
2006,country,3,4
2006,west coast rap,3,4
2006,hardcore hip hop,3,4
2006,g funk,3,7
2006,folk-pop,3,4
2006,uk pop,3,4
2006,canadian pop,2,3
2006,rap rock,2,2
2006,permanent wave,2,2
2006,emo,2,5
2006,memphis hip hop,2,2
2006,girl group,2,2
2006,chicago rap,2,4
2006,new jack swing,2,2
2006,houston rap,2,2
2006,latin,2,3
2006,acoustic pop,2,4
2006,lilith,2,2
2006,australian pop,2,6
2006,electropop,2,2
2006,country dawn,2,2
2006,alternative hip hop,1,2
2006,art pop,1,1
2006,canadian rock,1,3
2006,san marcos tx indie,1,1
2006,alternative rock,1,2
2006,funk metal,1,1
2006,funk rock,1,1
2006,baroque pop,1,2
2006,bubblegum dance,1,2
2006,eurodance,1,1
2006,german techno,1,1
2006,melbourne bounce international,1,1
2006,country road,1,2
2006,glam metal,1,2
2006,irish rock,1,2
2006,piano rock,1,2
2006,country rap,1,1
2006,redneck,1,1
2006,cali rap,1,4
2006,hyphy,1,2
2006,detroit hip hop,1,6
2006,east coast hip hop,1,2
2006,nyc rap,1,2
2006,latin hip hop,1,1
2006,reggaeton,1,1
2006,tropical,1,1
2006,la pop,1,1
2006,transpop,1,1
2006,talent show,1,2
2006,canadian latin,1,2
2006,colombian pop,1,2
2006,latin pop,1,1
2006,mexican pop,1,1
2006,dancehall,1,4
2006,quiet storm,1,1
2006,scottish singer-songwriter,1,1
2006,new orleans rap,1,1
2006,idol,1,2
2006,singer-songwriter,1,1
2006,rap kreyol,1,1
2005,pop rap,44,75
2005,dance pop,40,117
2005,hip hop,35,55
2005,pop,35,60
2005,rap,33,51
2005,hip pop,26,41
2005,urban contemporary,26,41
2005,r&b,25,39
2005,southern hip hop,25,39
2005,gangster rap,17,29
2005,trap music,15,24
2005,pop rock,14,20
2005,dirty south rap,13,24
2005,neo mellow,11,18
2005,atl hip hop,9,38
2005,post-teen pop,9,17
2005,post-grunge,8,8
2005,east coast hip hop,7,21
2005,alternative metal,6,12
2005,pop punk,6,8
2005,crunk,6,8
2005,deep pop r&b,6,9
2005,permanent wave,5,11
2005,hardcore hip hop,5,5
2005,neo soul,5,6
2005,modern rock,4,4
2005,rock,4,6
2005,nu metal,4,4
2005,contemporary country,4,8
2005,country,4,4
2005,boy band,3,5
2005,europop,3,5
2005,acoustic pop,3,8
2005,country road,3,3
2005,nyc rap,2,5
2005,alternative rock,2,3
2005,rap metal,2,2
2005,australian pop,2,10
2005,girl group,2,4
2005,uk pop,2,5
2005,miami hip hop,2,3
2005,g funk,2,3
2005,latin,2,2
2005,latin pop,2,2
2005,mexican pop,2,2
2005,country dawn,2,2
2005,new jack swing,1,1
2005,alternative hip hop,1,2
2005,art pop,1,1
2005,canadian rock,1,1
2005,rap rock,1,1
2005,neon pop punk,1,1
2005,pixie,1,1
2005,pop emo,1,1
2005,houston rap,1,1
2005,emo,1,2
2005,indie rock,1,2
2005,punk,1,3
2005,baton rouge rap,1,2
2005,deep southern trap,1,1
2005,chicano rap,1,4
2005,latin hip hop,1,2
2005,conscious hip hop,1,2
2005,escape room,1,1
2005,trap queen,1,1
2005,philly rap,1,1
2005,detroit hip hop,1,2
2005,west coast rap,1,1
2005,alternative r&b,1,2
2005,talent show,1,4
2005,cantautor,1,2
2005,latin arena pop,1,1
2005,rock en espanol,1,1
2005,spanish pop,1,1
2005,tropical,1,1
2005,chicago rap,1,2
2005,colombian pop,1,2
2005,dancehall,1,1
2005,quiet storm,1,1
2005,folk-pop,1,1
2005,viral pop,1,1
2005,new orleans rap,1,1
2005,singer-songwriter,1,1
2004,pop rap,37,60
2004,dance pop,35,83
2004,hip pop,28,42
2004,southern hip hop,26,39
2004,hip hop,26,40
2004,r&b,25,35
2004,urban contemporary,25,33
2004,rap,22,36
2004,gangster rap,18,28
2004,pop,17,32
2004,trap music,16,23
2004,dirty south rap,15,29
2004,neo soul,13,17
2004,pop rock,11,11
2004,atl hip hop,10,42
2004,post-grunge,10,11
2004,new jack swing,9,9
2004,crunk,8,22
2004,hardcore hip hop,8,9
2004,contemporary country,8,19
2004,country,8,10
2004,country road,8,10
2004,alternative metal,7,16
2004,post-teen pop,7,9
2004,nu metal,5,6
2004,quiet storm,5,5
2004,neo mellow,5,6
2004,east coast hip hop,4,5
2004,deep pop r&b,3,3
2004,rock,3,3
2004,battle rap,3,6
2004,chicago rap,3,14
2004,g funk,3,7
2004,canadian rock,2,2
2004,funk metal,2,2
2004,rap rock,2,2
2004,pop punk,2,2
2004,permanent wave,2,2
2004,detroit hip hop,2,4
2004,bounce,2,4
2004,new orleans rap,2,2
2004,west coast rap,2,3
2004,australian pop,2,4
2004,electropop,2,2
2004,uk pop,2,2
2004,dancehall,2,4
2004,new wave pop,2,2
2004,soca,2,3
2004,swedish electronic,1,2
2004,trance,1,1
2004,wrestling,1,1
2004,rap metal,1,2
2004,blues-rock,1,2
2004,classic rock,1,1
2004,ccm,1,2
2004,christian alternative rock,1,1
2004,christian music,1,1
2004,christian rock,1,1
2004,worship,1,1
2004,funk,1,1
2004,soul,1,1
2004,girl group,1,1
2004,garage rock,1,2
2004,modern rock,1,1
2004,trap queen,1,1
2004,philly rap,1,1
2004,deep southern trap,1,1
2004,chicano rap,1,2
2004,latin hip hop,1,1
2004,nc hip hop,1,2
2004,houston rap,1,2
2004,acoustic pop,1,2
2004,piano rock,1,1
2004,australian country,1,2
2004,talent show,1,1
2004,canadian pop,1,4
2004,candy pop,1,2
2004,celtic,1,2
2004,middle earth,1,1
2004,country dawn,1,1
2004,country gospel,1,1
2004,country rock,1,1
2004,europop,1,1
2004,reggae fusion,1,1
2004,old school hip hop,1,1
2004,folk-pop,1,2
2004,lilith,1,1
2004,mellow gold,1,1
2004,singer-songwriter,1,1
2004,gospel r&b,1,2
2003,dance pop,33,94
2003,pop rap,31,49
2003,hip hop,30,49
2003,hip pop,29,41
2003,urban contemporary,26,37
2003,pop,23,38
2003,rap,22,37
2003,r&b,21,31
2003,southern hip hop,20,30
2003,gangster rap,17,24
2003,country,13,14
2003,neo soul,12,15
2003,pop rock,12,14
2003,contemporary country,12,23
2003,east coast hip hop,10,24
2003,country road,10,10
2003,hardcore hip hop,9,10
2003,dirty south rap,9,15
2003,trap music,9,12
2003,new jack swing,9,10
2003,atl hip hop,8,20
2003,post-grunge,8,9
2003,neo mellow,8,13
2003,alternative metal,6,14
2003,quiet storm,6,6
2003,crunk,5,8
2003,nu metal,5,6
2003,permanent wave,5,6
2003,rock,5,6
2003,singer-songwriter,5,5
2003,deep pop r&b,5,6
2003,g funk,4,11
2003,post-teen pop,4,7
2003,west coast rap,3,4
2003,folk-pop,3,5
2003,lilith,3,4
2003,canadian pop,3,5
2003,modern country rock,3,3
2003,chicago rap,2,3
2003,conscious hip hop,2,3
2003,dancehall,2,5
2003,alternative rock,2,2
2003,pop punk,2,3
2003,rap rock,2,2
2003,country dawn,2,2
2003,battle rap,2,4
2003,uk pop,2,4
2003,candy pop,2,5
2003,europop,2,5
2003,mellow gold,2,2
2003,alternative hip hop,1,2
2003,lovers rock,1,1
2003,old school dancehall,1,1
2003,reggae fusion,1,1
2003,roots reggae,1,1
2003,soca,1,1
2003,blues-rock,1,4
2003,classic rock,1,2
2003,boy band,1,2
2003,british soul,1,2
2003,country rock,1,1
2003,red dirt,1,1
2003,philly rap,1,2
2003,chicano rap,1,2
2003,latin hip hop,1,1
2003,escape room,1,3
2003,trap queen,1,3
2003,detroit hip hop,1,6
2003,acoustic pop,1,2
2003,alaska indie,1,2
2003,australian pop,1,2
2003,talent show,1,1
2003,canadian country,1,2
2003,nashville sound,1,1
2003,outlaw country,1,1
2003,texas country,1,1
2003,traditional country,1,1
2003,latin,1,1
2003,latin pop,1,1
2003,mexican pop,1,1
2003,tropical,1,1
2003,old school hip hop,1,1
2003,folk rock,1,2
2003,soft rock,1,1
2003,new wave pop,1,1
2003,funk,1,2
2003,soul,1,1
2003,gospel r&b,1,2
2003,idol,1,2
2003,motown,1,2
2003,northern soul,1,1
2002,dance pop,32,101
2002,hip pop,28,58
2002,pop,26,51
2002,hip hop,24,46
2002,urban contemporary,23,42
2002,pop rap,21,40
2002,r&b,19,34
2002,pop rock,17,20
2002,rap,17,29
2002,southern hip hop,13,22
2002,neo soul,10,16
2002,post-grunge,9,10
2002,gangster rap,8,17
2002,neo mellow,8,10
2002,contemporary country,7,16
2002,country,7,8
2002,hardcore hip hop,7,9
2002,alternative metal,6,14
2002,atl hip hop,6,17
2002,east coast hip hop,6,14
2002,nu metal,5,6
2002,dirty south rap,5,6
2002,trap music,5,8
2002,country road,5,6
2002,new jack swing,5,7
2002,folk-pop,5,6
2002,lilith,5,5
2002,singer-songwriter,4,4
2002,post-teen pop,4,6
2002,europop,3,4
2002,alternative rock,3,5
2002,rock,3,4
2002,permanent wave,3,5
2002,canadian pop,3,6
2002,canadian rock,2,2
2002,dancehall,2,3
2002,eurodance,2,3
2002,pop punk,2,2
2002,rap rock,2,3
2002,country dawn,2,2
2002,crunk,2,4
2002,new orleans rap,2,2
2002,conscious hip hop,2,3
2002,deep pop r&b,2,2
2002,piano rock,2,2
2002,australian pop,2,3
2002,new wave pop,2,2
2002,uk pop,2,2
2002,candy pop,2,4
2002,latin,2,4
2002,latin pop,2,4
2002,mexican pop,2,4
2002,quiet storm,2,2
2002,modern country rock,1,1
2002,lovers rock,1,1
2002,old school dancehall,1,1
2002,reggae fusion,1,1
2002,riddim,1,1
2002,roots reggae,1,1
2002,pop house,1,2
2002,rap metal,1,1
2002,big beat,1,2
2002,electronic,1,1
2002,boy band,1,2
2002,modern rock,1,2
2002,philly rap,1,1
2002,detroit hip hop,1,6
2002,g funk,1,3
2002,nyc rap,1,2
2002,acoustic pop,1,2
2002,alaska indie,1,2
2002,alternative hip hop,1,2
2002,canadian singer-songwriter,1,1
2002,australian dance,1,2
2002,electropop,1,1
2002,talent show,1,1
2002,british soul,1,2
2002,tropical house,1,1
2002,canadian latin,1,2
2002,colombian pop,1,4
2002,tropical,1,2
2002,old school hip hop,1,1
2002,mellow gold,1,1
2002,indie r&b,1,1
2001,dance pop,34,93
2001,urban contemporary,29,42
2001,hip pop,28,48
2001,r&b,24,33
2001,pop,21,35
2001,hip hop,17,27
2001,pop rap,17,31
2001,pop rock,17,21
2001,rap,13,21
2001,neo soul,13,17
2001,contemporary country,12,26
2001,country,12,13
2001,southern hip hop,11,19
2001,post-grunge,11,12
2001,country road,11,12
2001,new jack swing,10,14
2001,alternative metal,9,20
2001,quiet storm,8,10
2001,gangster rap,7,11
2001,nu metal,7,8
2001,atl hip hop,6,20
2001,neo mellow,6,9
2001,rock,6,6
2001,alternative rock,5,5
2001,rap rock,5,5
2001,post-teen pop,5,9
2001,dirty south rap,4,7
2001,funk metal,3,3
2001,pop punk,3,4
2001,europop,3,5
2001,uk pop,3,4
2001,funk,3,3
2001,motown,3,3
2001,soul,3,3
2001,country rock,3,3
2001,girl group,3,7
2001,hardcore hip hop,3,3
2001,trap music,3,4
2001,east coast hip hop,3,5
2001,deep pop r&b,3,4
2001,country dawn,3,4
2001,boy band,2,4
2001,classic soul,2,4
2001,disco,2,3
2001,permanent wave,2,3
2001,crunk,2,6
2001,canadian pop,2,4
2001,latin,2,2
2001,latin pop,2,2
2001,mexican pop,2,2
2001,tropical,2,2
2001,reggae fusion,2,4
2001,nyc rap,1,2
2001,album rock,1,2
2001,classic rock,1,1
2001,hard rock,1,1
2001,funk rock,1,1
2001,modern rock,1,1
2001,australian pop,1,2
2001,bubblegum dance,1,1
2001,hollywood,1,1
2001,southern soul,1,1
2001,country gospel,1,1
2001,popping,1,1
2001,post-disco,1,1
2001,irish rock,1,2
2001,jam band,1,2
2001,red dirt,1,1
2001,alternative hip hop,1,2
2001,boom bap,1,1
2001,turntablism,1,1
2001,conscious hip hop,1,2
2001,miami hip hop,1,1
2001,new orleans rap,1,2
2001,escape room,1,1
2001,trap queen,1,1
2001,philly rap,1,1
2001,british soul,1,2
2001,tropical house,1,1
2001,canadian latin,1,4
2001,celtic,1,2
2001,middle earth,1,1
2001,northern soul,1,1
2001,traditional country,1,1
2001,new wave pop,1,1
2001,downtempo,1,2
2001,electronic,1,1
2000,dance pop,31,71
2000,urban contemporary,27,33
2000,r&b,26,32
2000,hip pop,21,28
2000,hip hop,19,25
2000,neo soul,17,22
2000,new jack swing,15,20
2000,pop rock,14,17
2000,pop,14,20
2000,pop rap,12,15
2000,post-grunge,12,13
2000,country,10,13
2000,quiet storm,9,11
2000,southern hip hop,9,10
2000,contemporary country,9,22
2000,country road,8,10
2000,rap,8,10
2000,europop,7,10
2000,rock,7,9
2000,boy band,6,12
2000,alternative rock,6,10
2000,neo mellow,6,10
2000,gangster rap,6,7
2000,alternative metal,5,12
2000,country dawn,5,6
2000,deep pop r&b,4,5
2000,nu metal,4,5
2000,pop punk,4,4
2000,post-teen pop,4,7
2000,east coast hip hop,3,4
2000,hardcore hip hop,3,3
2000,permanent wave,3,4
2000,girl group,3,6
2000,latin,3,6
2000,tropical,3,4
2000,g funk,3,8
2000,eurodance,2,3
2000,rap rock,2,3
2000,atl hip hop,2,6
2000,bubblegum dance,2,3
2000,dirty south rap,2,3
2000,west coast rap,2,3
2000,australian pop,2,6
2000,latin pop,2,3
2000,soul,2,2
2000,minneapolis sound,1,1
2000,alternative hip hop,1,2
2000,grunge,1,1
2000,industrial metal,1,1
2000,industrial rock,1,1
2000,modern rock,1,1
2000,funk metal,1,1
2000,funk rock,1,1
2000,blues-rock,1,4
2000,classic rock,1,2
2000,italian pop,1,1
2000,italo dance,1,1
2000,deep latin christian,1,2
2000,houston rap,1,1
2000,trap music,1,1
2000,gospel,1,2
2000,gospel r&b,1,1
2000,chicago rap,1,2
2000,conscious hip hop,1,2
2000,crunk,1,2
2000,new orleans rap,1,1
2000,philly rap,1,1
2000,detroit hip hop,1,4
2000,acoustic pop,1,2
2000,uk pop,1,3
2000,mexican pop,1,1
2000,funk,1,2
2000,modern salsa,1,2
2000,salsa,1,2
2000,soft rock,1,1
