from,to,weight,year
europop,vocal house,0,2019
europop,vocal house,0,2020
europop,vocal house,0,2021
europop,vocal house,0,2022
europop,vocal house,0,2023
exotica,lounge,0,2000
exotica,lounge,0,2001
exotica,lounge,0,2002
exotica,lounge,0,2003
exotica,lounge,0,2004
exotica,lounge,0,2005
exotica,lounge,0,2006
exotica,lounge,0,2007
exotica,lounge,0,2008
exotica,lounge,0,2009
exotica,lounge,0,2010
exotica,lounge,0,2011
exotica,lounge,0,2012
exotica,lounge,0,2013
exotica,lounge,0,2014
exotica,lounge,0,2015
exotica,lounge,0,2016
exotica,lounge,0,2017
exotica,lounge,0,2018
exotica,lounge,0,2019
exotica,lounge,0,2020
exotica,lounge,0,2021
exotica,lounge,0,2022
exotica,lounge,0,2023
exotica,space age pop,0,2000
exotica,space age pop,0,2001
exotica,space age pop,0,2002
exotica,space age pop,0,2003
exotica,space age pop,0,2004
exotica,space age pop,0,2005
exotica,space age pop,0,2006
exotica,space age pop,0,2007
exotica,space age pop,0,2008
exotica,space age pop,0,2009
exotica,space age pop,0,2010
exotica,space age pop,0,2011
exotica,space age pop,0,2012
exotica,space age pop,0,2013
exotica,space age pop,0,2014
exotica,space age pop,0,2015
exotica,space age pop,0,2016
exotica,space age pop,0,2017
exotica,space age pop,0,2018
exotica,space age pop,0,2019
exotica,space age pop,0,2020
exotica,space age pop,0,2021
exotica,space age pop,0,2022
exotica,space age pop,0,2023
experimental,experimental pop,0,2000
experimental,experimental pop,0,2001
experimental,experimental pop,0,2002
experimental,experimental pop,0,2003
experimental,experimental pop,0,2004
experimental,experimental pop,0,2005
experimental,experimental pop,0,2006
experimental,experimental pop,0,2007
experimental,experimental pop,0,2008
experimental,experimental pop,0,2009
experimental,experimental pop,0,2010
experimental,experimental pop,0,2011
experimental,experimental pop,0,2012
experimental,experimental pop,0,2013
experimental,experimental pop,0,2014
experimental,experimental pop,0,2015
experimental,experimental pop,0,2016
experimental,experimental pop,0,2017
experimental,experimental pop,0,2018
experimental,experimental pop,0,2019
experimental,experimental pop,0,2020
experimental,experimental pop,0,2021
experimental,experimental pop,0,2022
experimental,experimental pop,0,2023
experimental,experimental rock,0,2000
experimental,experimental rock,0,2001
experimental,experimental rock,0,2002
experimental,experimental rock,0,2003
experimental,experimental rock,0,2004
experimental,experimental rock,0,2005
experimental,experimental rock,0,2006
experimental,experimental rock,0,2007
experimental,experimental rock,0,2008
experimental,experimental rock,0,2009
experimental,experimental rock,0,2010
experimental,experimental rock,0,2011
experimental,experimental rock,0,2012
experimental,experimental rock,0,2013
experimental,experimental rock,0,2014
experimental,experimental rock,0,2015
experimental,experimental rock,0,2016
experimental,experimental rock,0,2017
experimental,experimental rock,0,2018
experimental,experimental rock,0,2019
experimental,experimental rock,0,2020
experimental,experimental rock,0,2021
experimental,experimental rock,0,2022
experimental,experimental rock,0,2023
experimental,folk,0,2000
experimental,folk,0,2001
experimental,folk,0,2002
experimental,folk,0,2003
experimental,folk,0,2004
experimental,folk,0,2005
experimental,folk,0,2006
experimental,folk,0,2007
experimental,folk,0,2008
experimental,folk,0,2009
experimental,folk,0,2010
experimental,folk,0,2011
experimental,folk,0,2012
experimental,folk,0,2013
experimental,folk,0,2014
experimental,folk,0,2015
experimental,folk,0,2016
experimental,folk,0,2017
experimental,folk,0,2018
experimental,folk,0,2019
experimental,folk,0,2020
experimental,folk,0,2021
experimental,folk,0,2022
experimental,folk,0,2023
experimental,folk rock,0,2000
experimental,folk rock,0,2001
experimental,folk rock,0,2002
experimental,folk rock,0,2003
experimental,folk rock,0,2004
experimental,folk rock,0,2005
experimental,folk rock,0,2006
experimental,folk rock,0,2007
experimental,folk rock,0,2008
experimental,folk rock,0,2009
experimental,folk rock,0,2010
experimental,folk rock,0,2011
experimental,folk rock,0,2012
experimental,folk rock,0,2013
experimental,folk rock,0,2014
experimental,folk rock,0,2015
experimental,folk rock,0,2016
experimental,folk rock,0,2017
experimental,folk rock,0,2018
experimental,folk rock,0,2019
experimental,folk rock,0,2020
experimental,folk rock,0,2021
experimental,folk rock,0,2022
experimental,folk rock,0,2023
experimental,fourth world,0,2000
experimental,fourth world,0,2001
experimental,fourth world,0,2002
experimental,fourth world,0,2003
experimental,fourth world,0,2004
experimental,fourth world,0,2005
experimental,fourth world,0,2006
experimental,fourth world,0,2007
experimental,fourth world,0,2008
experimental,fourth world,0,2009
experimental,fourth world,0,2010
experimental,fourth world,0,2011
experimental,fourth world,0,2012
experimental,fourth world,0,2013
experimental,fourth world,0,2014
experimental,fourth world,0,2015
experimental,fourth world,0,2016
experimental,fourth world,0,2017
experimental,fourth world,0,2018
experimental,fourth world,0,2019
experimental,fourth world,0,2020
experimental,fourth world,0,2021
experimental,fourth world,0,2022
experimental,fourth world,0,2023
experimental,freak folk,0,2000
experimental,freak folk,0,2001
experimental,freak folk,0,2002
experimental,freak folk,0,2003
experimental,freak folk,0,2004
experimental,freak folk,0,2005
experimental,freak folk,0,2006
experimental,freak folk,0,2007
experimental,freak folk,0,2008
experimental,freak folk,0,2009
experimental,freak folk,0,2010
experimental,freak folk,0,2011
experimental,freak folk,0,2012
experimental,freak folk,0,2013
experimental,freak folk,0,2014
experimental,freak folk,0,2015
experimental,freak folk,0,2016
experimental,freak folk,0,2017
experimental,freak folk,0,2018
experimental,freak folk,0,2019
experimental,freak folk,0,2020
experimental,freak folk,0,2021
experimental,freak folk,0,2022
experimental,freak folk,0,2023
experimental,freakbeat,0,2000
experimental,freakbeat,0,2001
experimental,freakbeat,0,2002
experimental,freakbeat,0,2003
experimental,freakbeat,0,2004
experimental,freakbeat,0,2005
experimental,freakbeat,0,2006
experimental,freakbeat,0,2007
experimental,freakbeat,0,2008
experimental,freakbeat,0,2009
experimental,freakbeat,0,2010
experimental,freakbeat,0,2011
experimental,freakbeat,0,2012
experimental,freakbeat,0,2013
experimental,freakbeat,0,2014
experimental,freakbeat,0,2015
experimental,freakbeat,0,2016
experimental,freakbeat,0,2017
experimental,freakbeat,0,2018
experimental,freakbeat,0,2019
experimental,freakbeat,0,2020
experimental,freakbeat,0,2021
experimental,freakbeat,0,2022
experimental,freakbeat,0,2023
experimental,free jazz,0,2000
experimental,free jazz,0,2001
experimental,free jazz,0,2002
experimental,free jazz,0,2003
experimental,free jazz,0,2004
experimental,free jazz,0,2005
experimental,free jazz,0,2006
experimental,free jazz,0,2007
experimental,free jazz,0,2008
experimental,free jazz,0,2009
experimental,free jazz,0,2010
experimental,free jazz,0,2011
experimental,free jazz,0,2012
experimental,free jazz,0,2013
experimental,free jazz,0,2014
experimental,free jazz,0,2015
experimental,free jazz,0,2016
experimental,free jazz,0,2017
experimental,free jazz,0,2018
experimental,free jazz,0,2019
experimental,free jazz,0,2020
experimental,free jazz,0,2021
experimental,free jazz,0,2022
experimental,free jazz,0,2023
experimental,garage psych,0,2000
experimental,garage psych,0,2001
experimental,garage psych,0,2002
experimental,garage psych,0,2003
experimental,garage psych,0,2004
experimental,garage psych,0,2005
experimental,garage psych,0,2006
experimental,garage psych,0,2007
experimental,garage psych,0,2008
experimental,garage psych,0,2009
experimental,garage psych,0,2010
experimental,garage psych,0,2011
experimental,garage psych,0,2012
experimental,garage psych,0,2013
experimental,garage psych,0,2014
experimental,garage psych,0,2015
experimental,garage psych,0,2016
experimental,garage psych,0,2017
experimental,garage psych,0,2018
experimental,garage psych,0,2019
experimental,garage psych,0,2020
experimental,garage psych,0,2021
experimental,garage psych,0,2022
experimental,garage psych,0,2023
experimental,garage rock,0,2000
experimental,garage rock,0,2001
experimental,garage rock,0,2002
experimental,garage rock,0,2003
experimental,garage rock,0,2004
experimental,garage rock,0,2005
experimental,garage rock,0,2006
experimental,garage rock,0,2007
experimental,garage rock,0,2008
experimental,garage rock,0,2009
experimental,garage rock,0,2010
experimental,garage rock,0,2011
experimental,garage rock,0,2012
experimental,garage rock,0,2013
experimental,garage rock,0,2014
experimental,garage rock,0,2015
experimental,garage rock,0,2016
experimental,garage rock,0,2017
experimental,garage rock,0,2018
experimental,garage rock,0,2019
experimental,garage rock,0,2020
experimental,garage rock,0,2021
experimental,garage rock,0,2022
experimental,garage rock,0,2023
experimental,hard rock,0,2000
experimental,hard rock,0,2001
experimental,hard rock,0,2002
experimental,hard rock,0,2003
experimental,hard rock,0,2004
experimental,hard rock,0,2005
experimental,hard rock,0,2006
experimental,hard rock,0,2007
experimental,hard rock,0,2008
experimental,hard rock,0,2009
experimental,hard rock,0,2010
experimental,hard rock,0,2011
experimental,hard rock,0,2012
experimental,hard rock,0,2013
experimental,hard rock,0,2014
experimental,hard rock,0,2015
experimental,hard rock,0,2016
experimental,hard rock,0,2017
experimental,hard rock,0,2018
experimental,hard rock,0,2019
experimental,hard rock,0,2020
experimental,hard rock,0,2021
experimental,hard rock,0,2022
experimental,hard rock,0,2023
experimental,indie rock,0,2000
experimental,indie rock,0,2001
experimental,indie rock,0,2002
experimental,indie rock,0,2003
experimental,indie rock,0,2004
experimental,indie rock,0,2005
experimental,indie rock,0,2006
experimental,indie rock,0,2007
experimental,indie rock,0,2008
experimental,indie rock,0,2009
experimental,indie rock,0,2010
experimental,indie rock,0,2011
experimental,indie rock,0,2012
experimental,indie rock,0,2013
experimental,indie rock,0,2014
experimental,indie rock,0,2015
experimental,indie rock,0,2016
experimental,indie rock,0,2017
experimental,indie rock,0,2018
experimental,indie rock,0,2019
experimental,indie rock,0,2020
experimental,indie rock,0,2021
experimental,indie rock,0,2022
experimental,indie rock,0,2023
experimental,industrial,0,2000
experimental,industrial,0,2001
experimental,industrial,0,2002
experimental,industrial,0,2003
experimental,industrial,0,2004
experimental,industrial,0,2005
experimental,industrial,0,2006
experimental,industrial,0,2007
experimental,industrial,0,2008
experimental,industrial,0,2009
experimental,industrial,0,2010
experimental,industrial,0,2011
experimental,industrial,0,2012
experimental,industrial,0,2013
experimental,industrial,0,2014
experimental,industrial,0,2015
experimental,industrial,0,2016
experimental,industrial,0,2017
experimental,industrial,0,2018
experimental,industrial,0,2019
experimental,industrial,0,2020
experimental,industrial,0,2021
experimental,industrial,0,2022
experimental,industrial,0,2023
experimental,industrial metal,0,2000
experimental,industrial metal,0,2001
experimental,industrial metal,0,2002
experimental,industrial metal,0,2003
experimental,industrial metal,0,2004
experimental,industrial metal,0,2005
experimental,industrial metal,0,2006
experimental,industrial metal,0,2007
experimental,industrial metal,0,2008
experimental,industrial metal,0,2009
experimental,industrial metal,0,2010
experimental,industrial metal,0,2011
experimental,industrial metal,0,2012
experimental,industrial metal,0,2013
experimental,industrial metal,0,2014
experimental,industrial metal,0,2015
experimental,industrial metal,0,2016
experimental,industrial metal,0,2017
experimental,industrial metal,0,2018
experimental,industrial metal,0,2019
experimental,industrial metal,0,2020
experimental,industrial metal,0,2021
experimental,industrial metal,0,2022
experimental,industrial metal,0,2023
experimental,industrial rock,0,2000
experimental,industrial rock,0,2001
experimental,industrial rock,0,2002
experimental,industrial rock,0,2003
experimental,industrial rock,0,2004
experimental,industrial rock,0,2005
experimental,industrial rock,0,2006
experimental,industrial rock,0,2007
experimental,industrial rock,0,2008
experimental,industrial rock,0,2009
experimental,industrial rock,0,2010
experimental,industrial rock,0,2011
experimental,industrial rock,0,2012
experimental,industrial rock,0,2013
experimental,industrial rock,0,2014
experimental,industrial rock,0,2015
experimental,industrial rock,0,2016
experimental,industrial rock,0,2017
experimental,industrial rock,0,2018
experimental,industrial rock,0,2019
experimental,industrial rock,0,2020
experimental,industrial rock,0,2021
experimental,industrial rock,0,2022
experimental,industrial rock,0,2023
experimental,jazz fusion,0,2000
experimental,jazz fusion,0,2001
experimental,jazz fusion,0,2002
experimental,jazz fusion,0,2003
experimental,jazz fusion,0,2004
experimental,jazz fusion,0,2005
experimental,jazz fusion,0,2006
experimental,jazz fusion,0,2007
experimental,jazz fusion,0,2008
experimental,jazz fusion,0,2009
experimental,jazz fusion,0,2010
experimental,jazz fusion,0,2011
experimental,jazz fusion,0,2012
experimental,jazz fusion,0,2013
experimental,jazz fusion,0,2014
experimental,jazz fusion,0,2015
experimental,jazz fusion,0,2016
experimental,jazz fusion,0,2017
experimental,jazz fusion,0,2018
experimental,jazz fusion,0,2019
experimental,jazz fusion,0,2020
experimental,jazz fusion,0,2021
experimental,jazz fusion,0,2022
experimental,jazz fusion,0,2023
experimental,lo-fi,0,2000
experimental,lo-fi,0,2001
experimental,lo-fi,0,2002
experimental,lo-fi,0,2003
experimental,lo-fi,0,2004
experimental,lo-fi,0,2005
experimental,lo-fi,0,2006
experimental,lo-fi,0,2007
experimental,lo-fi,0,2008
experimental,lo-fi,0,2009
experimental,lo-fi,0,2010
experimental,lo-fi,0,2011
experimental,lo-fi,0,2012
experimental,lo-fi,0,2013
experimental,lo-fi,0,2014
experimental,lo-fi,0,2015
experimental,lo-fi,0,2016
experimental,lo-fi,0,2017
experimental,lo-fi,0,2018
experimental,lo-fi,0,2019
experimental,lo-fi,0,2020
experimental,lo-fi,0,2021
experimental,lo-fi,0,2022
experimental,lo-fi,0,2023
experimental,math rock,0,2000
experimental,math rock,0,2001
experimental,math rock,0,2002
experimental,math rock,0,2003
experimental,math rock,0,2004
experimental,math rock,0,2005
experimental,math rock,0,2006
experimental,math rock,0,2007
experimental,math rock,0,2008
experimental,math rock,0,2009
experimental,math rock,0,2010
experimental,math rock,0,2011
experimental,math rock,0,2012
experimental,math rock,0,2013
experimental,math rock,0,2014
experimental,math rock,0,2015
experimental,math rock,0,2016
experimental,math rock,0,2017
experimental,math rock,0,2018
experimental,math rock,0,2019
experimental,math rock,0,2020
experimental,math rock,0,2021
experimental,math rock,0,2022
experimental,math rock,0,2023
experimental,melancholia,0,2000
experimental,melancholia,0,2001
experimental,melancholia,0,2002
experimental,melancholia,0,2003
experimental,melancholia,0,2004
experimental,melancholia,0,2005
experimental,melancholia,0,2006
experimental,melancholia,0,2007
experimental,melancholia,0,2008
experimental,melancholia,0,2009
experimental,melancholia,0,2010
experimental,melancholia,0,2011
experimental,melancholia,0,2012
experimental,melancholia,0,2013
experimental,melancholia,0,2014
experimental,melancholia,0,2015
experimental,melancholia,0,2016
experimental,melancholia,0,2017
experimental,melancholia,0,2018
experimental,melancholia,0,2019
experimental,melancholia,0,2020
experimental,melancholia,0,2021
experimental,melancholia,0,2022
experimental,melancholia,0,2023
experimental,neo-psychedelic,0,2000
experimental,neo-psychedelic,0,2001
experimental,neo-psychedelic,0,2002
experimental,neo-psychedelic,0,2003
experimental,neo-psychedelic,0,2004
experimental,neo-psychedelic,0,2005
experimental,neo-psychedelic,0,2006
experimental,neo-psychedelic,0,2007
experimental,neo-psychedelic,0,2008
experimental,neo-psychedelic,0,2009
experimental,neo-psychedelic,0,2010
experimental,neo-psychedelic,0,2011
experimental,neo-psychedelic,0,2012
experimental,neo-psychedelic,0,2013
experimental,neo-psychedelic,0,2014
experimental,neo-psychedelic,0,2015
experimental,neo-psychedelic,0,2016
experimental,neo-psychedelic,0,2017
experimental,neo-psychedelic,0,2018
experimental,neo-psychedelic,0,2019
experimental,neo-psychedelic,0,2020
experimental,neo-psychedelic,0,2021
experimental,neo-psychedelic,0,2022
experimental,neo-psychedelic,0,2023
experimental,new rave,0,2000
experimental,new rave,0,2001
experimental,new rave,0,2002
experimental,new rave,0,2003
experimental,new rave,0,2004
experimental,new rave,0,2005
experimental,new rave,0,2006
experimental,new rave,0,2007
experimental,new rave,0,2008
experimental,new rave,0,2009
experimental,new rave,0,2010
experimental,new rave,0,2011
experimental,new rave,0,2012
experimental,new rave,0,2013
experimental,new rave,0,2014
experimental,new rave,0,2015
experimental,new rave,0,2016
experimental,new rave,0,2017
experimental,new rave,0,2018
experimental,new rave,0,2019
experimental,new rave,0,2020
experimental,new rave,0,2021
experimental,new rave,0,2022
experimental,new rave,0,2023
experimental,new wave,0,2000
experimental,new wave,0,2001
experimental,new wave,0,2002
experimental,new wave,0,2003
experimental,new wave,0,2004
experimental,new wave,0,2005
experimental,new wave,0,2006
experimental,new wave,0,2007
experimental,new wave,0,2008
experimental,new wave,0,2009
experimental,new wave,0,2010
experimental,new wave,0,2011
experimental,new wave,0,2012
experimental,new wave,0,2013
experimental,new wave,0,2014
experimental,new wave,0,2015
experimental,new wave,0,2016
experimental,new wave,0,2017
experimental,new wave,0,2018
experimental,new wave,0,2019
experimental,new wave,0,2020
experimental,new wave,0,2021
experimental,new wave,0,2022
experimental,new wave,0,2023
experimental,no wave,0,2000
experimental,no wave,0,2001
experimental,no wave,0,2002
experimental,no wave,0,2003
experimental,no wave,0,2004
experimental,no wave,0,2005
experimental,no wave,0,2006
experimental,no wave,0,2007
experimental,no wave,0,2008
experimental,no wave,0,2009
experimental,no wave,0,2010
experimental,no wave,0,2011
experimental,no wave,0,2012
experimental,no wave,0,2013
experimental,no wave,0,2014
experimental,no wave,0,2015
experimental,no wave,0,2016
experimental,no wave,0,2017
experimental,no wave,0,2018
experimental,no wave,0,2019
experimental,no wave,0,2020
experimental,no wave,0,2021
experimental,no wave,0,2022
experimental,no wave,0,2023
experimental,noise pop,0,2000
experimental,noise pop,0,2001
experimental,noise pop,0,2002
experimental,noise pop,0,2003
experimental,noise pop,0,2004
experimental,noise pop,0,2005
experimental,noise pop,0,2006
experimental,noise pop,0,2007
experimental,noise pop,0,2008
experimental,noise pop,0,2009
experimental,noise pop,0,2010
experimental,noise pop,0,2011
experimental,noise pop,0,2012
experimental,noise pop,0,2013
experimental,noise pop,0,2014
experimental,noise pop,0,2015
experimental,noise pop,0,2016
experimental,noise pop,0,2017
experimental,noise pop,0,2018
experimental,noise pop,0,2019
experimental,noise pop,0,2020
experimental,noise pop,0,2021
experimental,noise pop,0,2022
experimental,noise pop,0,2023
experimental,noise rock,0,2000
experimental,noise rock,0,2001
experimental,noise rock,0,2002
experimental,noise rock,0,2003
experimental,noise rock,0,2004
experimental,noise rock,0,2005
experimental,noise rock,0,2006
experimental,noise rock,0,2007
experimental,noise rock,0,2008
experimental,noise rock,0,2009
experimental,noise rock,0,2010
experimental,noise rock,0,2011
experimental,noise rock,0,2012
experimental,noise rock,0,2013
experimental,noise rock,0,2014
experimental,noise rock,0,2015
experimental,noise rock,0,2016
experimental,noise rock,0,2017
experimental,noise rock,0,2018
experimental,noise rock,0,2019
experimental,noise rock,0,2020
experimental,noise rock,0,2021
experimental,noise rock,0,2022
experimental,noise rock,0,2023
experimental,outsider,0,2000
experimental,outsider,0,2001
experimental,outsider,0,2002
experimental,outsider,0,2003
experimental,outsider,0,2004
experimental,outsider,0,2005
experimental,outsider,0,2006
experimental,outsider,0,2007
experimental,outsider,0,2008
experimental,outsider,0,2009
experimental,outsider,0,2010
experimental,outsider,0,2011
experimental,outsider,0,2012
experimental,outsider,0,2013
experimental,outsider,0,2014
experimental,outsider,0,2015
experimental,outsider,0,2016
experimental,outsider,0,2017
experimental,outsider,0,2018
experimental,outsider,0,2019
experimental,outsider,0,2020
experimental,outsider,0,2021
experimental,outsider,0,2022
experimental,outsider,0,2023
experimental,post-hardcore,0,2000
experimental,post-hardcore,0,2001
experimental,post-hardcore,0,2002
experimental,post-hardcore,0,2003
experimental,post-hardcore,0,2004
experimental,post-hardcore,0,2005
experimental,post-hardcore,0,2006
experimental,post-hardcore,0,2007
experimental,post-hardcore,0,2008
experimental,post-hardcore,0,2009
experimental,post-hardcore,0,2010
experimental,post-hardcore,0,2011
experimental,post-hardcore,0,2012
experimental,post-hardcore,0,2013
experimental,post-hardcore,0,2014
experimental,post-hardcore,0,2015
experimental,post-hardcore,0,2016
experimental,post-hardcore,0,2017
experimental,post-hardcore,0,2018
experimental,post-hardcore,0,2019
experimental,post-hardcore,0,2020
experimental,post-hardcore,0,2021
experimental,post-hardcore,0,2022
experimental,post-hardcore,0,2023
experimental,post-punk,0,2000
experimental,post-punk,0,2001
experimental,post-punk,0,2002
experimental,post-punk,0,2003
experimental,post-punk,0,2004
experimental,post-punk,0,2005
experimental,post-punk,0,2006
experimental,post-punk,0,2007
experimental,post-punk,0,2008
experimental,post-punk,0,2009
experimental,post-punk,0,2010
experimental,post-punk,0,2011
experimental,post-punk,0,2012
experimental,post-punk,0,2013
experimental,post-punk,0,2014
experimental,post-punk,0,2015
experimental,post-punk,0,2016
experimental,post-punk,0,2017
experimental,post-punk,0,2018
experimental,post-punk,0,2019
experimental,post-punk,0,2020
experimental,post-punk,0,2021
experimental,post-punk,0,2022
experimental,post-punk,0,2023
experimental,post-rock,0,2000
experimental,post-rock,0,2001
experimental,post-rock,0,2002
experimental,post-rock,0,2003
experimental,post-rock,0,2004
experimental,post-rock,0,2005
experimental,post-rock,0,2006
experimental,post-rock,0,2007
experimental,post-rock,0,2008
experimental,post-rock,0,2009
experimental,post-rock,0,2010
experimental,post-rock,0,2011
experimental,post-rock,0,2012
experimental,post-rock,0,2013
experimental,post-rock,0,2014
experimental,post-rock,0,2015
experimental,post-rock,0,2016
experimental,post-rock,0,2017
experimental,post-rock,0,2018
experimental,post-rock,0,2019
experimental,post-rock,0,2020
experimental,post-rock,0,2021
experimental,post-rock,0,2022
experimental,post-rock,0,2023
experimental,progressive rock,0,2000
experimental,progressive rock,0,2001
experimental,progressive rock,0,2002
experimental,progressive rock,0,2003
experimental,progressive rock,0,2004
experimental,progressive rock,0,2005
experimental,progressive rock,0,2006
experimental,progressive rock,0,2007
experimental,progressive rock,0,2008
experimental,progressive rock,0,2009
experimental,progressive rock,0,2010
experimental,progressive rock,0,2011
experimental,progressive rock,0,2012
experimental,progressive rock,0,2013
experimental,progressive rock,0,2014
experimental,progressive rock,0,2015
experimental,progressive rock,0,2016
experimental,progressive rock,0,2017
experimental,progressive rock,0,2018
experimental,progressive rock,0,2019
experimental,progressive rock,0,2020
experimental,progressive rock,0,2021
experimental,progressive rock,0,2022
experimental,progressive rock,0,2023
experimental,protopunk,0,2000
experimental,protopunk,0,2001
experimental,protopunk,0,2002
experimental,protopunk,0,2003
experimental,protopunk,0,2004
experimental,protopunk,0,2005
experimental,protopunk,0,2006
experimental,protopunk,0,2007
experimental,protopunk,0,2008
experimental,protopunk,0,2009
experimental,protopunk,0,2010
experimental,protopunk,0,2011
experimental,protopunk,0,2012
experimental,protopunk,0,2013
experimental,protopunk,0,2014
experimental,protopunk,0,2015
experimental,protopunk,0,2016
experimental,protopunk,0,2017
experimental,protopunk,0,2018
experimental,protopunk,0,2019
experimental,protopunk,0,2020
experimental,protopunk,0,2021
experimental,protopunk,0,2022
experimental,protopunk,0,2023
experimental,psychedelic folk,0,2000
experimental,psychedelic folk,0,2001
experimental,psychedelic folk,0,2002
experimental,psychedelic folk,0,2003
experimental,psychedelic folk,0,2004
experimental,psychedelic folk,0,2005
experimental,psychedelic folk,0,2006
experimental,psychedelic folk,0,2007
experimental,psychedelic folk,0,2008
experimental,psychedelic folk,0,2009
experimental,psychedelic folk,0,2010
experimental,psychedelic folk,0,2011
experimental,psychedelic folk,0,2012
experimental,psychedelic folk,0,2013
experimental,psychedelic folk,0,2014
experimental,psychedelic folk,0,2015
experimental,psychedelic folk,0,2016
experimental,psychedelic folk,0,2017
experimental,psychedelic folk,0,2018
experimental,psychedelic folk,0,2019
experimental,psychedelic folk,0,2020
experimental,psychedelic folk,0,2021
experimental,psychedelic folk,0,2022
experimental,psychedelic folk,0,2023
experimental,psychedelic rock,0,2000
experimental,psychedelic rock,0,2001
experimental,psychedelic rock,0,2002
experimental,psychedelic rock,0,2003
experimental,psychedelic rock,0,2004
experimental,psychedelic rock,0,2005
experimental,psychedelic rock,0,2006
experimental,psychedelic rock,0,2007
experimental,psychedelic rock,0,2008
experimental,psychedelic rock,0,2009
experimental,psychedelic rock,0,2010
experimental,psychedelic rock,0,2011
experimental,psychedelic rock,0,2012
experimental,psychedelic rock,0,2013
experimental,psychedelic rock,0,2014
experimental,psychedelic rock,0,2015
experimental,psychedelic rock,0,2016
experimental,psychedelic rock,0,2017
experimental,psychedelic rock,0,2018
experimental,psychedelic rock,0,2019
experimental,psychedelic rock,0,2020
experimental,psychedelic rock,0,2021
experimental,psychedelic rock,0,2022
experimental,psychedelic rock,0,2023
experimental,pub rock,0,2000
experimental,pub rock,0,2001
experimental,pub rock,0,2002
experimental,pub rock,0,2003
experimental,pub rock,0,2004
experimental,pub rock,0,2005
experimental,pub rock,0,2006
experimental,pub rock,0,2007
experimental,pub rock,0,2008
experimental,pub rock,0,2009
experimental,pub rock,0,2010
experimental,pub rock,0,2011
experimental,pub rock,0,2012
experimental,pub rock,0,2013
experimental,pub rock,0,2014
experimental,pub rock,0,2015
experimental,pub rock,0,2016
experimental,pub rock,0,2017
experimental,pub rock,0,2018
experimental,pub rock,0,2019
experimental,pub rock,0,2020
experimental,pub rock,0,2021
experimental,pub rock,0,2022
experimental,pub rock,0,2023
experimental,punk,0,2000
experimental,punk,0,2001
experimental,punk,0,2002
experimental,punk,0,2003
experimental,punk,0,2004
experimental,punk,0,2005
experimental,punk,0,2006
experimental,punk,0,2007
experimental,punk,0,2008
experimental,punk,0,2009
experimental,punk,0,2010
experimental,punk,0,2011
experimental,punk,0,2012
experimental,punk,0,2013
experimental,punk,0,2014
experimental,punk,0,2015
experimental,punk,0,2016
experimental,punk,0,2017
experimental,punk,0,2018
experimental,punk,0,2019
experimental,punk,0,2020
experimental,punk,0,2021
experimental,punk,0,2022
experimental,punk,0,2023
experimental,rock,0,2000
experimental,rock,0,2001
experimental,rock,0,2002
experimental,rock,0,2003
experimental,rock,0,2004
experimental,rock,0,2005
experimental,rock,0,2006
experimental,rock,0,2007
experimental,rock,0,2008
experimental,rock,0,2009
experimental,rock,0,2010
experimental,rock,0,2011
experimental,rock,0,2012
experimental,rock,0,2013
experimental,rock,0,2014
experimental,rock,0,2015
experimental,rock,0,2016
experimental,rock,0,2017
experimental,rock,0,2018
experimental,rock,0,2019
experimental,rock,0,2020
experimental,rock,0,2021
experimental,rock,0,2022
experimental,rock,0,2023
experimental,roots rock,0,2000
experimental,roots rock,0,2001
experimental,roots rock,0,2002
experimental,roots rock,0,2003
experimental,roots rock,0,2004
experimental,roots rock,0,2005
experimental,roots rock,0,2006
experimental,roots rock,0,2007
experimental,roots rock,0,2008
experimental,roots rock,0,2009
experimental,roots rock,0,2010
experimental,roots rock,0,2011
experimental,roots rock,0,2012
experimental,roots rock,0,2013
experimental,roots rock,0,2014
experimental,roots rock,0,2015
experimental,roots rock,0,2016
experimental,roots rock,0,2017
experimental,roots rock,0,2018
experimental,roots rock,0,2019
experimental,roots rock,0,2020
experimental,roots rock,0,2021
experimental,roots rock,0,2022
experimental,roots rock,0,2023
experimental,singer-songwriter,0,2000
experimental,singer-songwriter,0,2001
experimental,singer-songwriter,0,2002
experimental,singer-songwriter,0,2003
experimental,singer-songwriter,0,2004
experimental,singer-songwriter,0,2005
experimental,singer-songwriter,0,2006
experimental,singer-songwriter,0,2007
experimental,singer-songwriter,0,2008
experimental,singer-songwriter,0,2009
experimental,singer-songwriter,0,2010
experimental,singer-songwriter,0,2011
experimental,singer-songwriter,0,2012
experimental,singer-songwriter,0,2013
experimental,singer-songwriter,0,2014
experimental,singer-songwriter,0,2015
experimental,singer-songwriter,0,2016
experimental,singer-songwriter,0,2017
experimental,singer-songwriter,0,2018
experimental,singer-songwriter,0,2019
experimental,singer-songwriter,0,2020
experimental,singer-songwriter,0,2021
experimental,singer-songwriter,0,2022
experimental,singer-songwriter,0,2023
experimental,slow core,0,2000
experimental,slow core,0,2001
experimental,slow core,0,2002
experimental,slow core,0,2003
experimental,slow core,0,2004
experimental,slow core,0,2005
experimental,slow core,0,2006
experimental,slow core,0,2007
experimental,slow core,0,2008
experimental,slow core,0,2009
experimental,slow core,0,2010
experimental,slow core,0,2011
experimental,slow core,0,2012
experimental,slow core,0,2013
experimental,slow core,0,2014
experimental,slow core,0,2015
experimental,slow core,0,2016
